city_highest_avg_pm25,highest_avg_pm25_value,city_highest_avg_severity,highest_avg_severity_value,pct_high_risk,worst_aqi_hour,worst_aqi_hour_avg_pm25
Delhi ,83.01633027522936,Delhi ,3545.3042201834864,100.0,2,72.5184
